testName,cluster,baseline
01aa_createfixed32-timeactivities(false),thor,2.388864
01aa_createfixed32-timeactivities(true),thor,2.884273
01ab_createunorderedappend,thor,5.136182
01ac_createorderappend,thor,3.243227
01ad_createmanycount,thor,27.543636
01ae_createswitchcount,thor,24.312273
01af_parallelmanycount,thor,3.541045
01ag_unorderedappend2,thor,6.790636
01ah_unorderedappend4,thor,6.530045
01ai_unorderedappend8,thor,5.603091
01aj_unorderedappend12,thor,5.267318
01ak_unorderedappend16,thor,5.102500
01al_unorderedappend32,thor,4.956318
01ba_writefixed32,thor,3.915636
01bb_writefixed32c,thor,4.874318
01bc_writepadded32,thor,30.909136
01bd_writepadded32c,thor,10.399773
01be_writefixedcsv,thor,16.664364
01bf_writefixedxml,thor,42.737636
01bg_writevariable,thor,6.588545
01bh_writelarge,thor,17.752500
01ca_countsimple-checkcrc(false)-hintheapflags(0x00)-timeactivities(false),thor,2.778091
01ca_countsimple-checkcrc(false)-hintheapflags(0x00)-timeactivities(true),thor,3.296409
01ca_countsimple-checkcrc(false)-hintheapflags(0x80)-optremoteread(true)-timeactivities(true),thor,5.484227
01ca_countsimple-checkcrc(false)-hintheapflags(0x80)-timeactivities(false),thor,2.442636
01ca_countsimple-checkcrc(false)-hintheapflags(0x80)-timeactivities(true),thor,3.031636
01ca_countsimple-checkcrc(true)-hintheapflags(0x00)-timeactivities(false),thor,3.375455
01ca_countsimple-checkcrc(true)-hintheapflags(0x00)-timeactivities(true),thor,3.838409
01ca_countsimple-checkcrc(true)-hintheapflags(0x80)-timeactivities(false),thor,17.837818
01ca_countsimple-checkcrc(true)-hintheapflags(0x80)-timeactivities(true),thor,3.607636
01cb_countsimplec,thor,6.567500
01cc_countpadded,thor,40.991591
01cd_countpaddedc,thor,15.805318
01ce_countsimplecsv,thor,16.412182
01cf_countsimplexml,thor,133.941000
01cg_countvariable,thor,6.745091
01ch_countlarge,thor,10.285000
01da_writeswitch,thor,25.130591
01db_deleteswitch,thor,0.000000
01ea_sumsimple,thor,3.239136
01eb_sumsimplec,thor,6.498273
01ec_sumpadded,thor,40.969818
01ed_sumpaddedc,thor,15.773818
01ee_sumsimplecsv,thor,16.411227
01ef_sumsimplexml,thor,133.579182
01fa_buildindexorder,thor,36.717818
01fb_buildindexunorder,thor,45.409045
01fc_buildindexorder1,thor,24.336045
02aa_disksortlocal,thor,18.207955
02ab_disksortglobal,thor,25.923409
02ba_sortlocal-algo('heapsort'),thor,15.183273
02ba_sortlocal-algo('mergesort'),thor,15.165955
02ba_sortlocal-algo('parmergesort'),thor,15.170955
02ba_sortlocal-algo('parquicksort'),thor,15.169045
02ba_sortlocal-algo('quicksort'),thor,15.205727
02ba_sortlocal-algo('taskquicksort'),thor,15.131364
02ba_sortlocal-algo('tbbstableqsort'),thor,15.145955
02bb_sort,thor,24.257409
02bc_groupsort-groupsize(0x100000),thor,11.631773
02bc_groupsort-groupsize(1),thor,32.585864
02bc_groupsort-groupsize(1024),thor,7.552318
02bc_groupsort-groupsize(16),thor,10.615136
02bc_groupsort-groupsize(2),thor,23.286500
02bc_groupsort-groupsize(4),thor,16.295273
02bc_groupsort-groupsize(64),thor,8.157636
02bc_groupsort-groupsize(65536),thor,8.214273
02bc_groupsort-groupsize(8),thor,13.129955
02bd_dup1sortlocal,thor,16.300955
02be_dup2sortlocal,thor,15.268364
02bf_dup1sort,thor,23.894682
02bg_dup2sort,thor,21.268682
02bh_dup3sort,thor,54.311318
02bi_sortlocalorder-algo('parmergesort'),thor,5.828682
02bi_sortlocalorder-algo('parquicksort'),thor,5.778045
02bi_sortlocalorder-algo('tbbstableqsort'),thor,5.777182
02bj_sortlocalreverse-algo('parmergesort'),thor,5.833045
02bj_sortlocalreverse-algo('parquicksort'),thor,5.825455
02bj_sortlocalreverse-algo('tbbstableqsort'),thor,5.774409
02bk_sortfilterhalf,thor,8.847682
02bl_sortvariable,thor,41.218455
02bm_sortlarge,thor,64.146909
02ca_multisort4local,thor,17.298545
02cb_multisort16local,thor,14.655000
02cc_multisort4,thor,16.822500
02cd_multisort16,thor,15.219867
02da_groupsort_local,thor,5.649818
02db_groupsort_tiny,thor,32.416136
02dc_groupsort_24816-algo('heapsort'),thor,61.854773
02dc_groupsort_24816-algo('mergesort'),thor,62.089500
02dc_groupsort_24816-algo('quicksort'),thor,61.898955
02dd_groupsort_parallel-algo('heapsort'),thor,11.660364
02dd_groupsort_parallel-algo('mergesort'),thor,11.712227
02dd_groupsort_parallel-algo('quicksort'),thor,11.689182
02de_groupsort_parallel2,thor,12.261500
02ea_smallsorts-algo('parmergesort'),thor,34.197364
02ea_smallsorts-algo('parquicksort'),thor,34.170091
02eb_smallsorts2-algo('parmergesort')-numrows(1000),thor,0.494409
02eb_smallsorts2-algo('parmergesort')-numrows(10000),thor,3.422364
02eb_smallsorts2-algo('parmergesort')-numrows(2000),thor,0.899909
02eb_smallsorts2-algo('parmergesort')-numrows(4000),thor,1.635409
02eb_smallsorts2-algo('parmergesort')-numrows(6000),thor,2.246091
03aa_diskdistribute,thor,10.162682
03ba_distribute,thor,9.638727
03bb_distribute,thor,7.036727
03bc_distribute,thor,11.583864
03bd_distribute,thor,11.629818
03be_distributevariable,thor,31.958364
03bf_distributelarge,thor,19.602455
03ca_multidistribute4,thor,9.128227
03cb_multidistribute16,thor,8.753955
03da_mergedistribute,thor,20.469955
04aa_join1,thor,26.641136
04ab_join1u,thor,161.854500
04ac_join1p,thor,199.623909
04ad_join1l,thor,20.812455
04ae_join1h,thor,35.000318
04af_join1s,thor,215.104955
04ag_join1presort,thor,26.801136
04ba_join4,thor,15.421318
04bb_join4u,thor,21.730364
04bc_join4p,thor,26.852591
04ca_join64,thor,3.363227
04cb_join64u,thor,3.241909
04cc_join64p,thor,8.002909
04cd_join64l,thor,3.729773
04ce_join64h,thor,3.423273
04cf_join64s,thor,3.651364
04da_join4k,thor,4.064091
04db_join4ku,thor,5.557045
04dc_join4kp,thor,12.975818
04dd_join4kl,thor,2.543955
04ea_joinl1,thor,23.952545
04eb_joinl1u,thor,158.167955
04ec_joinl1p,thor,196.206636
04ee_joinl1h,thor,23.876273
04ef_joinl1s,thor,135.027318
04fa_joinl64,thor,3.265682
04fb_joinl64u,thor,3.152591
04ga_join16wk-hintprojectwork(0),thor,5.179909
04ga_join16wk-hintprojectwork(16),thor,10.177955
04ga_join16wk-hintprojectwork(256),thor,87.995045
04ga_join16wk-hintprojectwork(4),thor,6.334909
04ga_join16wk-hintprojectwork(64),thor,25.754227
04gb_join16wku-hintprojectwork(0),thor,4.906045
04gb_join16wku-hintprojectwork(16),thor,5.965091
04gb_join16wku-hintprojectwork(256),thor,26.877273
04gb_join16wku-hintprojectwork(4),thor,5.136182
04gb_join16wku-hintprojectwork(64),thor,9.847091
04gc_join16wkp-hintprojectwork(0),thor,5.017091
04gc_join16wkp-hintprojectwork(16),thor,6.318409
04gc_join16wkp-hintprojectwork(256),thor,30.721682
04gc_join16wkp-hintprojectwork(4),thor,5.013591
04gc_join16wkp-hintprojectwork(64),thor,11.291409
05aa_summary64,thor,14.689636
05ab_summary1m,thor,19.556136
05ac_summaryall,thor,24.192818
05ba_summary64hash,thor,3.435636
05bb_summary1mhash,thor,10.100045
05bc_summaryallhash,thor,41.106545
05ca_summary64dist,thor,17.780864
05cb_summary64dist,thor,22.634955
05cc_summaryalldist,thor,27.510545
06aa_dedup64,thor,11.882409
06ab_dedup1m,thor,16.127955
06ac_dedupall,thor,23.535182
06ba_dedup64hash,thor,6.323364
06bb_dedup1mhash,thor,18.492227
06bc_dedupallhash,thor,69.719955
06ca_dedup64dist,thor,17.044000
06cb_dedup64dist,thor,22.132773
06cc_dedupalldist,thor,22.489455
07aa_keyedjoin123,thor,7.341091
07ba_keyedjoin321a,thor,7.096409
07ca_keyedjoinlimit_no,thor,12.937091
07cb_keyedjoinlimit_no2,thor,4.168818
07cc_keyedjoinlimit_no3,thor,16.990000
07da_keyedjoinlimit_hit,thor,4.061182
07dc_keyedjoinlimit_hit3,thor,12.993591
07ea_keyedjoinkeylimit_hit,thor,4.046273
07ec_keyedjoinkeylimit_hit3,thor,12.986455
07fa_keyedjoinonfaillimit_hit,thor,4.406182
07fc_keyedjoinfaillimit_hit3,thor,13.074364
08aa_keyedread123,thor,7.629182
08ab_keyedread321,thor,20.202318
08ba_keyedpread123,thor,7.685545
08bb_keyedpread321,thor,20.290182
08ca_skeyedread123,thor,7.648000
08cb_skeyedread321,thor,20.556773
08cd_skeyedread321,thor,23.482682
08da_skeyedread123m,thor,5.145045
09aa_indexread123,thor,0.081864
09ab_sindexread123,thor,0.680455
10aa_childqueryinline,thor,0.394000
10ab_childquery,thor,103.465227
10ac_childquerydedup,thor,117.936955
10ad_childquerysort,thor,115.406091
10ae_childqueryresult,thor,119.113818
10af_childquerydict,thor,7.288409
10ag_childqueryhashagg,thor,67.830955
11aa_smartjoin_in_gl,thor,10.277045
11ab_smartjoin_in_lo,thor,48.536318
11ac_smartjoin_in_lo2,thor,99.023000
11ba_smartjoin_lo_gl,thor,9.911773
11bb_smartjoin_lo_lo,thor,48.559318
11bc_smartjoin_lo_lo2,thor,98.323727
11ca_smartjoin_inp_gl,thor,10.317864
11cb_smartjoin_inp_lo,thor,48.246955
11cc_smartjoin_inp_lo2,thor,98.788455
11da_localsmartjoin_in_gl,thor,3.386136
11db_localsmartjoin_sort_sp,thor,80.818773
11dc_localsmartjoin_nosort_sp,thor,135.914409
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(16),thor,45.881727
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(4),thor,23.257636
12aa_streamspeed-hintblocksize(512)-hintisordered(false)-hintnumstrands(6)-hintreadwork(0)-hintwritework(64),thor,138.346818
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(16),thor,45.919455
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(4),thor,23.128318
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(1)-hintreadwork(0)-hintwritework(64),thor,138.341500
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(16),thor,45.929636
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(4),thor,23.378273
12aa_streamspeed-hintblocksize(512)-hintisordered(true)-hintnumstrands(6)-hintreadwork(0)-hintwritework(64),thor,138.674864
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(0),thor,3.651955
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(1024),thor,95.783955
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(16),thor,4.710364
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(256),thor,25.528455
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(512),thor,48.865273
12ab_unorderedspeed-hintnewhelper(false)-hintreadwork(0)-hintwritework(64),thor,8.434364
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(0),thor,3.655227
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(1024),thor,95.785545
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(16),thor,4.684682
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(256),thor,25.523227
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(512),thor,48.856909
12ab_unorderedspeed-hintnewhelper(true)-hintreadwork(0)-hintwritework(64),thor,8.418727
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(0),thor,7.232682
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,14.356773
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(256),thor,128.347773
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(4),thor,8.616909
12ac_parallelproject-hintisordered(false)-hintnumstrands(1)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(64),thor,37.127409
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,11.304636
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(true)-hintprojectwork(16),thor,11.335409
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(false)-hintprojectwork(16),thor,11.302909
12ac_parallelproject-hintisordered(false)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,11.302864
12ac_parallelproject-hintisordered(true)-hintnumstrands(128)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,10.269091
12ac_parallelproject-hintisordered(true)-hintnumstrands(128)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,10.293636
12ac_parallelproject-hintisordered(true)-hintnumstrands(16)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,11.403091
12ac_parallelproject-hintisordered(true)-hintnumstrands(16)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,11.375909
12ac_parallelproject-hintisordered(true)-hintnumstrands(32)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,10.665409
12ac_parallelproject-hintisordered(true)-hintnumstrands(32)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,10.672682
12ac_parallelproject-hintisordered(true)-hintnumstrands(4)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,11.336955
12ac_parallelproject-hintisordered(true)-hintnumstrands(4)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,11.343727
12ac_parallelproject-hintisordered(true)-hintnumstrands(64)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,10.201000
12ac_parallelproject-hintisordered(true)-hintnumstrands(64)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,10.167273
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(false)-hintprojectwork(16),thor,11.304705
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(false)-hintparallelsource(true)-hintprojectwork(16),thor,11.307318
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(false)-hintprojectwork(16),thor,11.282364
12ac_parallelproject-hintisordered(true)-hintnumstrands(8)-hintparallelcount(true)-hintparallelsource(true)-hintprojectwork(16),thor,11.300841
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(0),thor,2.731591
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(16),thor,4.595773
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(256),thor,33.793636
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(4),thor,3.112000
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(1)-hintprojectwork(64),thor,10.440091
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(0),thor,2.642909
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(16),thor,2.956227
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(256),thor,10.533136
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(4),thor,2.747182
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(16)-hintprojectwork(64),thor,4.282818
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(16),thor,2.910545
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(256),thor,10.511318
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(32)-hintprojectwork(64),thor,4.113045
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(0),thor,2.722045
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(16),thor,3.096091
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(256),thor,11.332318
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(4),thor,2.830909
12ag_parallelgroupaggregate-hintblocksize(500)-hintisordered(false)-hintnumstrands(4)-hintprojectwork(64),thor,4.757500
13aa_splitlarge,thor,39.842091
13ab_splitvariable,thor,114.401909
13ba_usplitter_balanced-writemax(1000),thor,10.831000
13ba_usplitter_balanced-writemax(2000),thor,10.791000
13ba_usplitter_balanced-writemax(4000),thor,10.700364
13ba_usplitter_balanced-writemax(500),thor,10.825682
13bb_usplitter_stepped-stepsize(100),thor,10.818364
13bb_usplitter_stepped-stepsize(10000),thor,11.902136
13bb_usplitter_stepped-stepsize(1000000),thor,16.426000
13bb_usplitter_stepped-stepsize(20000000),thor,13.592318
13bc_usplitter_choosen-nummatches(100),thor,5.794273
13bc_usplitter_choosen-nummatches(10000),thor,5.768818
13bc_usplitter_choosen-nummatches(1000000),thor,5.947864
13bd_usplitter_steppeda-steplength(200)-stepsize(100),thor,14.225273
13bd_usplitter_steppeda-steplength(2000)-stepsize(100),thor,15.004727
13bd_usplitter_steppeda-steplength(20000)-stepsize(10000),thor,15.028409
13be_usplitter_pull_r,thor,11.226091
13bf_usplitter_pull_lr,thor,11.707818
13ca_bsplitter,thor,5.422955
14aa_ofunnel2,thor,3.504818
14ab_ofunnel8,thor,14.037727
14ba_ufunnel2,thor,8.061000
14bb_ufunnel8,thor,26.244818
15aa_soapcall-persistconnection(false),thor,5.156909
15aa_soapcall-persistconnection(false)-tls(true),thor,23.161591
15aa_soapcall-persistconnection(true),thor,5.093136
15aa_soapcall-persistconnection(true)-tls(true),thor,23.134273
15ab_soapcallidx-persistconnection(false),thor,12.228591
15ab_soapcallidx-persistconnection(false)-tls(true),thor,14.973909
15ab_soapcallidx-persistconnection(true),thor,12.140636
15ab_soapcallidx-persistconnection(true)-tls(true),thor,14.995409
15ba_parallelsoapcall-persistconnection(false),thor,2.609500
15ba_parallelsoapcall-persistconnection(false)-tls(true),thor,11.565091
15ba_parallelsoapcall-persistconnection(true),thor,2.587000
15ba_parallelsoapcall-persistconnection(true)-tls(true),thor,11.562455
15bb_parallelsoapcallidx-persistconnection(false),thor,19.599467
15bb_parallelsoapcallidx-persistconnection(false)-tls(true),thor,28.484111
15bb_parallelsoapcallidx-persistconnection(true),thor,19.910333
15bb_parallelsoapcallidx-persistconnection(true)-tls(true),thor,27.413000
16aa_bigsuper,thor,0.736200
80ab_scalesort-scale(1),thor,2.039636
80ab_scalesort-scale(16),thor,49.868091
80ab_scalesort-scale(2),thor,4.295864
80ab_scalesort-scale(4),thor,9.315773
80ab_scalesort-scale(8),thor,19.651727
perftest,thor,7584.851091
